Employee,Employee ID CP,Employee Full Name,Employee First Name,Employee Last Name,Employee User ID,Employee Email Id,Employment Status,Employee Group,Personnel Subarea,Building,Job Family,Job Sub Family,HR Business Sub Group,Function,Sub Function,Function Unit,Local Type,Business Location,Position,Specialization,Supervisor Legal Name
1000079,40170079,Rahim Islam,Rahim,Islam,BdIslamRa,Rahim.Islam@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Sales,Marketing & Sales,Sales,Field Sales,Field Employee,Food Dhaka Head Office,Area Sales Executive,General Field Sales,Mohd. Hasim
1000080,40170080,Imran Ahmed,Imran,Ahmed,BdAhmedIm,Imran.Ahmed@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Sr. Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),S.M. Monjur
1000081,40170081,Rafi Khan,Rafi,Khan,BdKhanRa,Rafi.Khan@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Md. Abu
1000082,40170082,Rahim Ahmed,Rahim,Ahmed,BdAhmedRa,Rahim.Ahmed@bd.xyz.com,Active,Regular,Dc Gazipur,Bd-Gazipur Distribution Centre,Supply Chain,Logistics,Supply Chain,Operations,Supply Chain,Physical Logistics,Distribution,Food Gazipur Dc,Lead Warehouse Vat Assistant,General Logistics Operations,Tareq
1000083,40170083,Elita Farooq,Elita,Farooq,BdFarooqEl,Elita.Farooq@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Regional Sdt Manager- Chittagong,Med Rep Specialty Pract&Phys (Lifesci),Md. Emdadul
1000084,40170084,Mahin Chowdhury,Mahin,Chowdhury,BdChowdhuryMa,Mahin.Chowdhury@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Sr. Area Nutrition Manager,Med Rep Specialty Pract&Phys (Lifesci),Mm
1000085,40170085,Maliha Farooq,Maliha,Farooq,BdFarooqMa,Maliha.Farooq@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Engineering Technicians,Technical & Production,Operations,Technical,Engineering,Factory,Food Gazipur Factory,Assistant Engineer Operation (Level-3),Plant Infrastructure Technician,Aisha Hasan.
1000086,40170086,Jannat Bhuiyan,Jannat,Bhuiyan,BdBhuiyanJa,Jannat.Bhuiyan@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Area Nutrition Manager,Med Rep Specialty Pract&Phys (Lifesci),Mm
1000087,40170087,Karim Kabir,Karim,Kabir,BdKabirKa,Karim.Kabir@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Sr. Area Nutrition Manager,Med Rep Specialty Pract&Phys (Lifesci),Abu
1000088,40170088,Tanvir Biswas,Tanvir,Biswas,BdBiswasTa,Tanvir.Biswas@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,"Legal, Compliance & Audit",Compliance,Technical & Production,Operations,Technical,Safety & Health,Factory,Food Gazipur Factory,Senior Sh&E Associate (Level-3),Employee/Labor Health & Safety,Mohammed Aman
1000089,40170089,Imran Farooq,Imran,Farooq,BdFarooqIm,Imran.Farooq@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Process Operator,Man. & Production Operations Management,Rafi Ferdous
1000090,40170090,Nabil Naser,Nabil,Naser,BdNaserNa,Nabil.Naser@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Operator,Man. & Production Operations Management,Rafi Ferdous
1000091,40170091,Karim Hasan,Karim,Hasan,BdHasanKa,Karim.Hasan@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Supply Chain,"Warehousing, Distr & Transportation",Technical & Production,Operations,Supply Chain,Physical Logistics,Factory,Food Gazipur Factory,Warehouse Supervisor (Level-3),Materials Handling,Sanjit
1000092,40170092,Tanvir Sheikh,Tanvir,Sheikh,BdSheikhTa,Tanvir.Sheikh@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Technical Operator,Man. & Production Operations Management,Rafi Ferdous
1000093,40170093,Tanvir Biswas,Tanvir,Biswas,BdBiswasTa,Tanvir.Biswas@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Process Operator,Man. & Production Operations Management,Rafi Ferdous
1000094,40170094,Arman Farooq,Arman,Farooq,BdFarooqAr,Arman.Farooq@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Process Operator,Man. & Production Operations Management,Rafi Ferdous
1000095,40170095,Rafi Ferdous,Rafi,Ferdous,BdFerdousRa,Rafi.Ferdous@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Engineering Technicians,Technical & Production,Operations,Technical,Engineering,Factory,Food Gazipur Factory,Assistant Engineer Operation (Level-3),Plant Infrastructure Technician,Aisha Hasan.
1000096,40170096,Rafi Sikder,Rafi,Sikder,BdSikderRa,Rafi.Sikder@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"It, Telecom & Internet",It Infrastructure & Systems Admin.,Finance & Control,Information Technology,Information Technology,Information Technology,Office,Food Dhaka Head Office,Market Functional Relationship Manager -,General It Infrastructure Systems Admin,Mohammad Shahidul
1000097,40170097,Rahim Naser,Rahim,Naser,BdNaserRa,Rahim.Naser@bd.xyz.com,Active,Regular,Dc Gazipur,Bd-Gazipur Distribution Centre,Supply Chain,"Warehousing, Distr & Transportation",Supply Chain,Operations,Supply Chain,Physical Logistics,Distribution,Food Gazipur Dc,Driver,Materials Handling,Tareq
1000098,40170098,Arman Rahman,Arman,Rahman,BdRahmanAr,Arman.Rahman@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Sales,Marketing & Sales,Sales,Field Sales,Field Employee,Food Dhaka Head Office,Sr. Territory Officer,General Field Sales,Abrar
1000099,40170099,Sakib Chowdhury,Sakib,Chowdhury,BdChowdhurySa,Sakib.Chowdhury@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Production Planning & Control,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Senior Production Manager,Man. Production Planning & Control,Rashedul
1000100,40170100,Arman Miah,Arman,Miah,BdMiahAr,Arman.Miah@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Area Nutrition Manager,Med Rep Specialty Pract&Phys (Lifesci),Abu
1000101,40170101,Hasan Kabir,Hasan,Kabir,BdKabirHa,Hasan.Kabir@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Regional Sdt Couch,Med Rep Specialty Pract&Phys (Lifesci),Md. Emdadul
1000102,40170102,Rahim Kabir,Rahim,Kabir,BdKabirRa,Rahim.Kabir@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Quality Management,Manufacturing/Product Quality,Technical & Production,Operations,Technical,Application Group,Factory,Food Gazipur Factory,Lead Chemist - Ag,Manufacturing Quality Assurance,Md. Abul
1000103,40170103,Nadia Islam,Nadia,Islam,BdIslamNa,Nadia.Islam@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Senior Process Operator,Man. & Production Operations Management,Rafi Ferdous
1000104,40170104,Imran Rahman,Imran,Rahman,BdRahmanIm,Imran.Rahman@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Process Technician,Man. & Production Operations Management,Rafi Ferdous
1000105,40170105,Rafi Talukder,Rafi,Talukder,BdTalukderRa,Rafi.Talukder@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Senior Process Operator,Man. & Production Operations Management,Rafi Ferdous
1000106,40170106,Imran Biswas,Imran,Biswas,BdBiswasIm,Imran.Biswas@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Operator,Man. & Production Operations Management,Rafi Ferdous
1000107,40170107,Zara Khan,Zara,Khan,BdKhanZa,Zara.Khan@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Technical Operator,Man. & Production Operations Management,Rafi Ferdous
1000108,40170108,Nabil Ahmed,Nabil,Ahmed,BdAhmedNa,Nabil.Ahmed@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Senior Process Operator,Man. & Production Operations Management,Rafi Ferdous
1000109,40170109,Imran Shah,Imran,Shah,BdShahIm,Imran.Shah@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Operator,Man. & Production Operations Management,Rafi Ferdous
1000110,40170110,Nabil Kabir,Nabil,Kabir,BdKabirNa,Nabil.Kabir@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Senior Process Operator,Man. & Production Operations Management,Rafi Ferdous
1000111,40170111,Imran Hossain,Imran,Hossain,BdHossainIm,Imran.Hossain@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Process Operator,Man. & Production Operations Management,Rafi Ferdous
1000112,40170112,Sakib Shah,Sakib,Shah,BdShahSa,Sakib.Shah@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Senior Process Operator,Man. & Production Operations Management,Rafi Ferdous
1000113,40170113,Zara Ferdous,Zara,Ferdous,BdFerdousZa,Zara.Ferdous@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Process Operator,Man. & Production Operations Management,Rafi Ferdous
1000114,40170114,Nabil Farooq,Nabil,Farooq,BdFarooqNa,Nabil.Farooq@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Senior Process Operator,Man. & Production Operations Management,Rafi Ferdous
1000115,40170115,Lina Hossain,Lina,Hossain,BdHossainLi,Lina.Hossain@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Senior Process Operator,Man. & Production Operations Management,Rafi Ferdous
1000116,40170116,Rahim Sheikh,Rahim,Sheikh,BdSheikhRa,Rahim.Sheikh@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Process Operator,Man. & Production Operations Management,Rafi Ferdous
1000117,40170117,Arman Chowdhury,Arman,Chowdhury,BdChowdhuryAr,Arman.Chowdhury@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Supply Chain,"Warehousing, Distr & Transportation",Technical & Production,Operations,Supply Chain,Physical Logistics,Factory,Food Gazipur Factory,Warehouse Supervisor (Level -2),Materials Handling,Sanjit
1000118,40170118,Imran Farooq,Imran,Farooq,BdFarooqIm,Imran.Farooq@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Supply Chain,"Warehousing, Distr & Transportation",Technical & Production,Operations,Supply Chain,Physical Logistics,Factory,Food Gazipur Factory,Mhe Operator (Level-7),Light Truck Delivery Drivers,Sanjit
1000119,40170119,Rafi Hossain,Rafi,Hossain,BdHossainRa,Rafi.Hossain@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Supply Chain,"Warehousing, Distr & Transportation",Technical & Production,Operations,Supply Chain,Physical Logistics,Factory,Food Gazipur Factory,Warehouse Supervisor (Level -3),Materials Handling,Sanjit
1000120,40170120,Mahin Shah,Mahin,Shah,BdShahMa,Mahin.Shah@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Sr. Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Md. Zakir
1000121,40170121,Sadia Biswas,Sadia,Biswas,BdBiswasSa,Sadia.Biswas@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Engineering & Science,Engineering Technicians,Technical & Production,Operations,Technical,Engineering,Factory,Food Gazipur Factory,Senior Assistant Engineer - Mechanical,Manuf Mechanical Equipment Technicn,Aisha Hasan.
1000122,40170122,Jannat Biswas,Jannat,Biswas,BdBiswasJa,Jannat.Biswas@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Area Nutrition Manager,Med Rep Specialty Pract&Phys (Lifesci),Pinaki
1000123,40170123,Arman Sardar,Arman,Sardar,BdSardarAr,Arman.Sardar@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Legal, Compliance & Audit",Regulatory Affairs,Food,Operations,Technical,Operations Regulatory & Scientific Affai,Office,Food Dhaka Head Office,Manager- Regulatory Affairs,Product Regulatory Affairs,Rebeka
1000124,40170124,Hasan Ahmed,Hasan,Ahmed,BdAhmedHa,Hasan.Ahmed@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Sales, Marketing & Product Management",Field Sales & Account Management,Nutrition,Medical & Scientific Affairs,Medical & Scientific Affairs,Medical Delegates,Field Employee,Food Dhaka Head Office,Sr. Area Nutrition Officer,Med Rep Specialty Pract&Phys (Lifesci),Md.
1000125,40170125,Nabil Rahman,Nabil,Rahman,BdRahmanNa,Nabil.Rahman@bd.xyz.com,Active,Regular,Head Office,Bd-Dhaka Head Office,"Administration, Facilities & Secretarial",Administration & Secretarial,Human Resources,General Services,Facility&Services Management,Facility Management,Office,Food Dhaka Head Office,General Service Staff,Office/Mailroom/Clerical Support,Mohammed Sayemul
1000126,40170126,Maliha Farooq,Maliha,Farooq,BdFarooqMa,Maliha.Farooq@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Process Operator,Man. & Production Operations Management,Rafi Ferdous
1000127,40170127,Imran Islam,Imran,Islam,BdIslamIm,Imran.Islam@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,"Manufacturing Prod, Processing& Assembly",Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Production Technician,Manufacturing Packaging,Rafi Ferdous
1000128,40170128,Nabil Shah,Nabil,Shah,BdShahNa,Nabil.Shah@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Process Operator,Man. & Production Operations Management,Rafi Ferdous
1000129,40170129,Aisha Shah,Aisha,Shah,BdShahAi,Aisha.Shah@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Technical Operator,Man. & Production Operations Management,Rafi Ferdous
1000130,40170130,Maliha Hasan,Maliha,Hasan,BdHasanMa,Maliha.Hasan@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Packaging,Factory,Food Gazipur Factory,Senior Process Operator,Man. & Production Operations Management,Rafi Ferdous
1000131,40170131,Mahin Bhuiyan,Mahin,Bhuiyan,BdBhuiyanMa,Mahin.Bhuiyan@bd.xyz.com,Active,Regular,Fy Gazipur,Bd-Gazipur Factory,Production & Skilled Trades,Manufacturing Plant Management,Technical & Production,Operations,Technical,Manufacturing,Factory,Food Gazipur Factory,Senior Technical Operator,Man. & Production Operations Management,Rafi Ferdous
